text,intent
Phòng quá nhỏ. Không quay lại lần sau.,negative
Không đáng tiền. Nhân viên lạnh nhạt. Khó chịu.,negative
Phòng bẩn. Dịch vụ kém. Cực kỳ tệ. Nhân viên lạnh nhạt.,negative
Check-in nhanh chóng. Ăn sáng ngon.,positive
Tuyệt vời. Thái độ nhân viên rất tốt. Vị trí thuận tiện.,positive
Ăn sáng ngon. Không gian yên tĩnh. Sạch sẽ và tiện nghi.,positive
Phòng ốc đẹp. Homestay sạch sẽ. Giá cả hợp lý.,positive
Khó chịu. Bữa sáng nghèo nàn.,negative
Phòng quá nhỏ. Rất thất vọng. Không quay lại lần sau. Check-in chậm.,negative
Cực kỳ tệ. Bữa sáng nghèo nàn.,negative
Kém chất lượng. Phòng bẩn. Cực kỳ tệ.,negative
Rất tốt. Sạch sẽ và tiện nghi. Trang thiết bị hiện đại.,positive
Giá quá cao. Nhân viên lạnh nhạt.,negative
Không quay lại lần sau. Phòng có mùi khó chịu. Kém chất lượng.,negative
Phòng ốc đẹp. Check-in nhanh chóng. Phục vụ chu đáo. Giá cả hợp lý.,positive
Trang thiết bị hiện đại. Dịch vụ tuyệt vời.,positive
Rất tốt. Chắc chắn sẽ quay lại. Phục vụ chu đáo. Sạch sẽ và tiện nghi.,positive
Phòng quá nhỏ. Không đáng tiền.,negative
Dịch vụ kém. Rất thất vọng. Check-in chậm.,negative
Phòng ốc đẹp. Dịch vụ tuyệt vời. Check-in nhanh chóng. Không gian yên tĩnh.,positive
Sạch sẽ và tiện nghi. Check-in nhanh chóng.,positive
Nhân viên thân thiện. Giá cả hợp lý. Không gian yên tĩnh.,positive
Không giống hình ảnh. Bữa sáng nghèo nàn.,negative
Không đáng tiền. Rất thất vọng.,negative
Tuyệt vời. Phòng ốc đẹp. Ăn sáng ngon. Dịch vụ tuyệt vời.,positive
Rất thất vọng. Phòng bẩn. Giá quá cao.,negative
Rất hài lòng. Chắc chắn sẽ quay lại. Rất tốt. Check-in nhanh chóng.,positive
Vị trí thuận tiện. Homestay sạch sẽ. Tuyệt vời.,positive
Vị trí thuận tiện. Tuyệt vời.,positive
Kém chất lượng. Thiếu tiện nghi. Dịch vụ kém. Vị trí xa trung tâm.,negative
Giá quá cao. Thiếu tiện nghi. Không quay lại lần sau. Nhân viên lạnh nhạt.,negative
Dịch vụ kém. Rất thất vọng. Kém chất lượng. Thiếu tiện nghi.,negative
Dịch vụ kém. Vị trí xa trung tâm.,negative
Nhân viên thân thiện. Check-in nhanh chóng. Homestay sạch sẽ. Thái độ nhân viên rất tốt.,positive
Vị trí thuận tiện. Giá cả hợp lý. Nhân viên thân thiện.,positive
Phòng quá nhỏ. Phòng có mùi khó chịu.,negative
Sạch sẽ và tiện nghi. Thái độ nhân viên rất tốt.,positive
Dịch vụ tuyệt vời. Rất hài lòng. Trang thiết bị hiện đại.,positive
Cực kỳ tệ. Khó chịu.,negative
Rất tốt. Tuyệt vời.,positive
Rất hài lòng. Không gian yên tĩnh.,positive
Đáng đồng tiền. Chắc chắn sẽ quay lại.,positive
Sạch sẽ và tiện nghi. Rất tốt. Check-in nhanh chóng. Phục vụ chu đáo.,positive
Phòng có mùi khó chịu. Không giống hình ảnh.,negative
Giá cả hợp lý. Rất hài lòng.,positive
Phòng bẩn. Kém chất lượng. Check-in chậm.,negative
Phòng bẩn. Thái độ nhân viên không tốt. Rất thất vọng. Không đáng tiền.,negative
Vị trí thuận tiện. Phòng ốc đẹp.,positive
Phòng quá nhỏ. Cực kỳ tệ. Không đáng tiền. Nhân viên lạnh nhạt.,negative
Tuyệt vời. Phòng ốc đẹp. Sạch sẽ và tiện nghi. Trang thiết bị hiện đại.,positive
Dịch vụ kém. Thái độ nhân viên không tốt. Không đáng tiền.,negative
Không đáng tiền. Thiếu tiện nghi. Kém chất lượng. Phòng bẩn.,negative
Không đáng tiền. Dịch vụ kém. Cực kỳ tệ. Khó chịu.,negative
Tuyệt vời. Phòng ốc đẹp. Nhân viên thân thiện.,positive
Rất thất vọng. Bữa sáng nghèo nàn. Phòng có mùi khó chịu. Phòng quá nhỏ.,negative
Rất hài lòng. Trang thiết bị hiện đại.,positive
Phòng bẩn. Vị trí xa trung tâm. Không đáng tiền.,negative
Chắc chắn sẽ quay lại. Giá cả hợp lý.,positive
Không quay lại lần sau. Vị trí xa trung tâm. Check-in chậm. Phòng quá nhỏ.,negative
Check-in nhanh chóng. Tuyệt vời. Dịch vụ tuyệt vời.,positive
Nhân viên thân thiện. Sạch sẽ và tiện nghi. Tuyệt vời. Phục vụ chu đáo.,positive
Homestay sạch sẽ. Tuyệt vời. Dịch vụ tuyệt vời. Không gian yên tĩnh.,positive
Rất tốt. Không gian yên tĩnh. Check-in nhanh chóng.,positive
Giá quá cao. Không quay lại lần sau. Khó chịu. Bữa sáng nghèo nàn.,negative
Phục vụ chu đáo. Không gian yên tĩnh. Ăn sáng ngon. Phòng ốc đẹp.,positive
Chắc chắn sẽ quay lại. Check-in nhanh chóng.,positive
Kém chất lượng. Cực kỳ tệ. Khó chịu.,negative
Thiếu tiện nghi. Nhân viên lạnh nhạt. Thái độ nhân viên không tốt.,negative
Rất hài lòng. Tuyệt vời.,positive
Phòng có mùi khó chịu. Bữa sáng nghèo nàn.,negative
Sạch sẽ và tiện nghi. Đáng đồng tiền. Nhân viên thân thiện. Dịch vụ tuyệt vời.,positive
Khó chịu. Dịch vụ kém.,negative
Phòng có mùi khó chịu. Kém chất lượng. Vị trí xa trung tâm.,negative
Phòng có mùi khó chịu. Không đáng tiền.,negative
Kém chất lượng. Dịch vụ kém. Phòng bẩn.,negative
Phục vụ chu đáo. Dịch vụ tuyệt vời.,positive
Check-in nhanh chóng. Phòng ốc đẹp. Đáng đồng tiền.,positive
Cực kỳ tệ. Nhân viên lạnh nhạt. Check-in chậm. Vị trí xa trung tâm.,negative
Dịch vụ tuyệt vời. Ăn sáng ngon. Rất hài lòng.,positive
Check-in chậm. Không giống hình ảnh.,negative
Rất tốt. Ăn sáng ngon. Phòng ốc đẹp. Tuyệt vời.,positive
Dịch vụ tuyệt vời. Phục vụ chu đáo.,positive
Dịch vụ kém. Phòng bẩn. Cực kỳ tệ. Vị trí xa trung tâm.,negative
Kém chất lượng. Rất thất vọng. Phòng quá nhỏ. Khó chịu.,negative
Phòng bẩn. Thái độ nhân viên không tốt. Kém chất lượng.,negative
Phòng có mùi khó chịu. Không giống hình ảnh. Thiếu tiện nghi.,negative
Không gian yên tĩnh. Giá cả hợp lý. Check-in nhanh chóng.,positive
Bữa sáng nghèo nàn. Không giống hình ảnh. Vị trí xa trung tâm. Phòng bẩn.,negative
Đáng đồng tiền. Rất hài lòng.,positive
Rất thất vọng. Phòng có mùi khó chịu. Giá quá cao. Không giống hình ảnh.,negative
Nhân viên lạnh nhạt. Phòng bẩn.,negative
Nhân viên thân thiện. Homestay sạch sẽ. Đáng đồng tiền. Dịch vụ tuyệt vời.,positive
Khó chịu. Dịch vụ kém. Thái độ nhân viên không tốt.,negative
Phòng ốc đẹp. Không gian yên tĩnh. Check-in nhanh chóng.,positive
Không đáng tiền. Khó chịu.,negative
Cực kỳ tệ. Rất thất vọng.,negative
Phòng có mùi khó chịu. Phòng quá nhỏ.,negative
Thiếu tiện nghi. Khó chịu. Dịch vụ kém.,negative
Phòng có mùi khó chịu. Cực kỳ tệ.,negative
Thiếu tiện nghi. Giá quá cao.,negative
Phòng quá nhỏ. Nhân viên lạnh nhạt. Thiếu tiện nghi.,negative
Kém chất lượng. Phòng có mùi khó chịu.,negative
Không đáng tiền. Không quay lại lần sau. Bữa sáng nghèo nàn.,negative
Không gian yên tĩnh. Ăn sáng ngon.,positive
"Nhân viên dọn Homestay chu đáo, thay khăn mỗi ngày.",positive
Rất tốt. Homestay sạch sẽ.,positive
Nhân viên thân thiện. Vị trí thuận tiện. Dịch vụ tuyệt vời.,positive
Tuyệt vời. Vị trí thuận tiện. Đáng đồng tiền. Thái độ nhân viên rất tốt.,positive
Vị trí xa trung tâm. Phòng quá nhỏ.,negative
Rất tốt. Đáng đồng tiền.,positive
Rất tốt. Sạch sẽ và tiện nghi. Không gian yên tĩnh. Dịch vụ tuyệt vời.,positive
Vị trí thuận tiện. Check-in nhanh chóng.,positive
Rất hài lòng. Tuyệt vời. Sạch sẽ và tiện nghi.,positive
Thái độ nhân viên rất tốt. Đáng đồng tiền. Sạch sẽ và tiện nghi.,positive
Tuyệt vời. Nhân viên thân thiện. Check-in nhanh chóng. Vị trí thuận tiện.,positive
Homestay sạch sẽ. Không gian yên tĩnh. Phòng ốc đẹp. Rất hài lòng.,positive
Không quay lại lần sau. Phòng quá nhỏ. Rất thất vọng.,negative
Giá cả hợp lý. Rất tốt.,positive
Nhân viên lạnh nhạt. Thái độ nhân viên không tốt.,negative
Chắc chắn sẽ quay lại. Nhân viên thân thiện.,positive
Rất tốt. Trang thiết bị hiện đại. Rất hài lòng. Chắc chắn sẽ quay lại.,positive
Rất tốt. Sạch sẽ và tiện nghi.,positive
Đáng đồng tiền. Trang thiết bị hiện đại. Vị trí thuận tiện. Homestay sạch sẽ.,positive
Cực kỳ tệ. Bữa sáng nghèo nàn.,negative
Vị trí thuận tiện. Sạch sẽ và tiện nghi. Giá cả hợp lý.,positive
Thái độ nhân viên rất tốt. Dịch vụ tuyệt vời. Nhân viên thân thiện.,positive
Nhân viên lạnh nhạt. Phòng bẩn. Giá quá cao. Khó chịu.,negative
Đáng đồng tiền. Rất hài lòng. Dịch vụ tuyệt vời. Tuyệt vời.,positive
Phòng ốc đẹp. Chắc chắn sẽ quay lại.,positive
Phục vụ chu đáo. Dịch vụ tuyệt vời.,positive
Không quay lại lần sau. Kém chất lượng.,negative
Ăn sáng ngon. Giá cả hợp lý. Rất tốt.,positive
Sạch sẽ và tiện nghi. Phòng ốc đẹp.,positive
Không giống hình ảnh. Kém chất lượng. Khó chịu.,negative
Dịch vụ kém. Giá quá cao. Thái độ nhân viên không tốt.,negative
Dịch vụ tuyệt vời. Chắc chắn sẽ quay lại.,positive
Rất tốt. Tuyệt vời. Dịch vụ tuyệt vời. Nhân viên thân thiện.,positive
Vị trí xa trung tâm. Check-in chậm. Phòng có mùi khó chịu.,negative
Phòng bẩn. Check-in chậm.,negative
Không quay lại lần sau. Giá quá cao.,negative
Phục vụ chu đáo. Phòng ốc đẹp.,positive
Ăn sáng ngon. Giá cả hợp lý. Trang thiết bị hiện đại.,positive
Không đáng tiền. Rất thất vọng. Bữa sáng nghèo nàn. Không giống hình ảnh.,negative
Thiếu tiện nghi. Thái độ nhân viên không tốt. Không giống hình ảnh.,negative
Phòng quá nhỏ. Cực kỳ tệ. Rất thất vọng.,negative
Phòng quá nhỏ. Giá quá cao. Nhân viên lạnh nhạt.,negative
Không đáng tiền. Thái độ nhân viên không tốt. Phòng có mùi khó chịu.,negative
Phòng bẩn. Nhân viên lạnh nhạt.,negative
Vị trí thuận tiện. Homestay sạch sẽ.,positive
Cực kỳ tệ. Khó chịu.,negative
Bữa sáng nghèo nàn. Thái độ nhân viên không tốt.,negative
Phòng ốc đẹp. Ăn sáng ngon. Rất hài lòng.,positive
Nhân viên lạnh nhạt. Check-in chậm. Không đáng tiền.,negative
Phục vụ chu đáo. Chắc chắn sẽ quay lại. Nhân viên thân thiện. Đáng đồng tiền.,positive
Trang thiết bị hiện đại. Phục vụ chu đáo. Check-in nhanh chóng.,positive
Vị trí xa trung tâm. Check-in chậm. Cực kỳ tệ.,negative
Thái độ nhân viên không tốt. Không giống hình ảnh. Kém chất lượng.,negative
Tuyệt vời. Giá cả hợp lý. Check-in nhanh chóng.,positive
Khó chịu. Thái độ nhân viên không tốt. Phòng có mùi khó chịu.,negative
Sạch sẽ và tiện nghi. Trang thiết bị hiện đại.,positive
Ăn sáng ngon. Nhân viên thân thiện. Dịch vụ tuyệt vời.,positive
Không quay lại lần sau. Kém chất lượng.,negative
Trang thiết bị hiện đại. Thái độ nhân viên rất tốt. Không gian yên tĩnh. Đáng đồng tiền.,positive
Check-in nhanh chóng. Giá cả hợp lý. Ăn sáng ngon.,positive
Phòng quá nhỏ. Không đáng tiền. Giá quá cao.,negative
Bữa sáng nghèo nàn. Dịch vụ kém. Kém chất lượng. Không quay lại lần sau.,negative
Trang thiết bị hiện đại. Dịch vụ tuyệt vời. Check-in nhanh chóng.,positive
Nhân viên lạnh nhạt. Phòng quá nhỏ. Dịch vụ kém. Cực kỳ tệ.,negative
Bữa sáng nghèo nàn. Phòng có mùi khó chịu. Khó chịu.,negative
Tuyệt vời. Rất tốt. Đáng đồng tiền.,positive
Tuyệt vời. Thái độ nhân viên rất tốt.,positive
Rất hài lòng. Nhân viên thân thiện. Phục vụ chu đáo. Homestay sạch sẽ.,positive
Rất tốt. Thái độ nhân viên rất tốt. Trang thiết bị hiện đại.,positive
Rất thất vọng. Bữa sáng nghèo nàn.,negative
Phòng có mùi khó chịu. Kém chất lượng.,negative
Trang thiết bị hiện đại. Thái độ nhân viên rất tốt. Dịch vụ tuyệt vời. Phục vụ chu đáo.,positive
Khó chịu. Bữa sáng nghèo nàn. Dịch vụ kém.,negative
Giá cả hợp lý. Sạch sẽ và tiện nghi. Đáng đồng tiền.,positive
Phòng quá nhỏ. Nhân viên lạnh nhạt. Bữa sáng nghèo nàn. Khó chịu.,negative
Sạch sẽ và tiện nghi. Vị trí thuận tiện. Trang thiết bị hiện đại.,positive
Rất tốt. Ăn sáng ngon. Homestay sạch sẽ.,positive
Nhân viên lạnh nhạt. Vị trí xa trung tâm.,negative
Ăn sáng ngon. Vị trí thuận tiện. Check-in nhanh chóng. Tuyệt vời.,positive
Rất tốt. Check-in nhanh chóng. Nhân viên thân thiện.,positive
Phục vụ chu đáo. Giá cả hợp lý. Nhân viên thân thiện.,positive
Rất hài lòng. Phòng ốc đẹp. Nhân viên thân thiện.,positive
Vị trí thuận tiện. Tuyệt vời.,positive
Vị trí xa trung tâm. Kém chất lượng. Dịch vụ kém.,negative
Không đáng tiền. Phòng bẩn.,negative
Vị trí thuận tiện. Rất tốt. Check-in nhanh chóng. Không gian yên tĩnh.,positive
Homestay sạch sẽ. Phòng ốc đẹp. Sạch sẽ và tiện nghi. Trang thiết bị hiện đại.,positive
Chắc chắn sẽ quay lại. Giá cả hợp lý. Vị trí thuận tiện.,positive
Check-in chậm. Thiếu tiện nghi.,negative
Không quay lại lần sau. Khó chịu. Check-in chậm.,negative
Không gian yên tĩnh. Rất tốt. Chắc chắn sẽ quay lại.,positive
Vị trí thuận tiện. Phòng ốc đẹp.,positive
Vị trí xa trung tâm. Giá quá cao. Phòng có mùi khó chịu.,negative
Rất thất vọng. Khó chịu. Nhân viên lạnh nhạt.,negative
Nhân viên lạnh nhạt. Rất thất vọng.,negative
Không giống hình ảnh. Bữa sáng nghèo nàn. Nhân viên lạnh nhạt.,negative
Phục vụ chu đáo. Đáng đồng tiền. Vị trí thuận tiện. Nhân viên thân thiện.,positive
Trang thiết bị hiện đại. Chắc chắn sẽ quay lại.,positive
Tuyệt vời. Sạch sẽ và tiện nghi.,positive
Phòng có mùi khó chịu. Dịch vụ kém. Giá quá cao. Kém chất lượng.,negative
Phục vụ chu đáo. Dịch vụ tuyệt vời.,positive
Dịch vụ kém. Không đáng tiền.,negative
Dịch vụ kém. Check-in chậm.,negative
Sạch sẽ và tiện nghi. Phục vụ chu đáo. Tuyệt vời.,positive
Phòng ốc đẹp. Phục vụ chu đáo.,positive
Thái độ nhân viên không tốt. Nhân viên lạnh nhạt. Giá quá cao. Kém chất lượng.,negative
Homestay sạch sẽ. Rất tốt.,positive
Cực kỳ tệ. Check-in chậm.,negative
Thái độ nhân viên rất tốt. Rất hài lòng. Dịch vụ tuyệt vời. Ăn sáng ngon.,positive
Khó chịu. Phòng có mùi khó chịu.,negative
Rất thất vọng. Không giống hình ảnh. Nhân viên lạnh nhạt. Thiếu tiện nghi.,negative
Check-in nhanh chóng. Phục vụ chu đáo.,positive
Đáng đồng tiền. Check-in nhanh chóng. Không gian yên tĩnh.,positive
Phục vụ chu đáo. Rất hài lòng. Tuyệt vời. Sạch sẽ và tiện nghi.,positive
Dịch vụ tuyệt vời. Phòng ốc đẹp. Không gian yên tĩnh.,positive
Giá quá cao. Bữa sáng nghèo nàn. Cực kỳ tệ. Vị trí xa trung tâm.,negative
Thiếu tiện nghi. Phòng có mùi khó chịu.,negative
Nhân viên thân thiện. Đáng đồng tiền. Tuyệt vời. Không gian yên tĩnh.,positive
Nhân viên lạnh nhạt. Check-in chậm. Dịch vụ kém.,negative
Check-in nhanh chóng. Phục vụ chu đáo. Rất hài lòng. Dịch vụ tuyệt vời.,positive
Thái độ nhân viên rất tốt. Vị trí thuận tiện.,positive
